Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy ,Financials,Health Care,Information Technology,Materials,Real Estate,Utilities,Industrials
2015-09-08,337.835083,1488.438688,1552.214073,1126.162615,945.0880485,1089.947701,1053.732788,1049.595742,1186.454237,1075.163522,1345.72426
2015-09-09,341.5883789,1507.867016,1575.404577,1141.619991,952.6021173,1103.816416,1066.012841,1061.720471,1201.291918,1087.843959,1357.25913
2015-09-10,337.874176,1512.02403,1551.210758,1133.702988,943.8817398,1095.738738,1057.774489,1053.3096,1192.520335,1079.487982,1351.07358
2015-09-11,330.4849243,1501.947821,1535.146328,1122.526358,941.9076551,1086.402617,1050.278877,1048.097634,1183.758184,1072.161888,1345.57474
2015-09-14,331.1495361,1494.31085,1524.449762,1116.636716,945.9201097,1082.493395,1048.350074,1041.713643,1179.124936,1069.039812,1343.05581
2015-09-15,329.6247559,1496.627071,1536.817442,1121.023089,950.8476689,1086.988005,1052.952921,1047.972147,1184.746906,1074.088456,1342.98056
2015-09-16,333.4171448,1515.816281,1566.888079,1138.707168,958.5465261,1102.67504,1066.642911,1056.863711,1200.877102,1087.38541,1343.13212
2015-09-17,327.6308289,1512.78671,1573.773638,1138.063726,959.7741553,1102.405812,1066.747898,1042.730995,1199.468991,1084.865263,1333.11414
2015-09-18,324.5031128,1499.715402,1557.766598,1127.328371,951.071084,1092.076913,1056.825456,1025.054195,1187.119717,1073.245956,1323.78545
2015-09-21,323.3301697,1500.282903,1569.848852,1131.153975,949.7072325,1094.864626,1058.575278,1019.134142,1189.081001,1073.752709,1325.89394
2015-09-22,315.9017944,1463.487951,1527.459648,1102.283131,931.8466973,1068.195844,1034.108558,977.7049024,1157.869533,1045.334778,1283.6285
2015-09-23,322.2745361,1482.966368,1555.000515,1120.080473,941.9935467,1084.463088,1048.845702,992.6011422,1175.135834,1060.519964,1301.63254
2015-09-24,319.0686646,1483.377382,1541.234779,1114.560275,929.6183748,1077.571895,1040.583515,982.3835923,1167.047116,1051.960795,1284.73235
2015-09-25,328.8037415,1513.286601,1588.958435,1143.682926,953.1193588,1105.570212,1067.457499,1004.8404,1196.702205,1078.5621,1314.50554
2015-09-28,325.6369019,1487.435625,1572.403757,1128.492095,933.9787919,1089.589434,1050.686774,968.5490904,1175.87651,1057.862116,1292.54603
2015-09-29,323.1346741,1464.110496,1555.643978,1114.296383,923.6726438,1076.171635,1038.046887,968.239138,1162.883023,1047.218285,1278.47069
2015-09-30,328.1000366,1502.351114,1610.079252,1146.843468,950.2818308,1107.53114,1068.218813,987.2300326,1196.076521,1076.030301,1305.22831
2015-10-01,328.6082764,1505.105969,1607.497232,1147.070493,960.603397,1109.777074,1072.483654,996.7860565,1199.903411,1081.104014,1307.0546
2015-10-02,328.8428345,1509.712782,1618.251732,1152.269116,964.2630385,1114.667901,1077.066685,1000.67612,1205.272482,1085.702557,1310.12641
2015-10-05,336.4667053,1536.531174,1647.336014,1173.444631,985.0232808,1135.760361,1098.076091,1030.341779,1229.501904,1108.691341,1335.18995
2015-10-06,338.2651672,1545.686196,1653.920681,1179.290681,975.7749123,1138.587528,1097.884374,1038.884146,1232.861217,1110.547143,1350.0401
2015-10-07,334.863739,1534.326715,1632.595903,1167.262119,967.1391004,1127.237515,1087.212912,1056.603146,1224.625344,1105.013356,1339.56654
2015-10-08,338.0696716,1549.499059,1640.875204,1176.147978,969.3596983,1134.790322,1093.432666,1072.177823,1233.754679,1113.277195,1341.70084
2015-10-09,339.3598633,1547.695148,1644.311878,1177.122296,963.1272887,1134.323295,1091.524293,1091.755282,1235.694212,1115.591111,1347.03433
2015-10-12,340.4154968,1536.247468,1652.492973,1176.385313,956.2963373,1132.367518,1088.349723,1075.747601,1231.126705,1110.045533,1334.02178
